id,category,issue,polarity,source,language,text,reference,group_id,cleaned_text
170,intrinsic,notation struggle,neg,augmented,tagalog,cant relate yung notation sa actual declaration ng programs,,1121,cant relate yung notation sa actual declaration ng programs
171,intrinsic,notation struggle,neg,augmented,tagalog,litong lito pa rin ako sa representation ng binary tree,,1122,litong lito pa rin ako sa representation ng binary tree
172,intrinsic,notation struggle,neg,augmented,tagalog,hirap basahin ng mga graphs ni sir,,1123,hirap basahin ng mga graphs ni sir
173,intrinsic,notation struggle,neg,augmented,tagalog,natatagalan lagi ako maintindihan notations lalo sa adjacency matrix.,,1124,natatagalan lagi ako maintindihan notations lalo sa adjacency matrix.
174,intrinsic,notation struggle,neg,augmented,tagalog,pag talaga graph traversal di ko gets symbols,,1125,pag talaga graph traversal di ko gets symbols
175,intrinsic,notation struggle,neg,augmented,tagalog,di ko makita difference ng representation sa graph,,1126,di ko makita difference ng representation sa graph
176,intrinsic,notation struggle,neg,augmented,tagalog,nahuhuli na naman ako sa analyzation ng tree diagrams,,1127,nahuhuli na naman ako sa analyzation ng tree diagrams
179,intrinsic,notation struggle,neg,augmented,tagalog,"di ko mabasa tinutukoy nung mga nodes, para san ba yon",,1130,"di ko mabasa tinutukoy nung mga nodes, para saan ba yon"
180,intrinsic,notation struggle,neg,augmented,tagalog,kalito naman ng notation sa weighted graph,,1131,kalito naman ng notation sa weighted graph
181,intrinsic,notation struggle,neg,augmented,tagalog,di ko pa ring gets symbols sa entity relationship diagaram,,1132,di ko pa ring gets symbols sa entity relationship diagaram
182,intrinsic,notation struggle,neg,augmented,tagalog,di ko pa rin recognized agad mga relations sa diagram,,1133,di ko pa rin recognized agad mga relations sa diagram
183,intrinsic,notation struggle,neg,augmented,tagalog,kalito po ng symbols sa cardinality,,1134,kalito po ng symbols sa cardinality
184,intrinsic,notation struggle,neg,augmented,tagalog,hirap analyze ng meaning ng ibat ibang data kahit may table,,1135,hirap analyze ng meaning ng ibat ibang data kahit may table
185,intrinsic,notation struggle,neg,augmented,tagalog,di ko gets tinutukoy ni sir na primary at foreign key,,1136,di ko gets tinutukoy ni sir na primary at foreign key
186,intrinsic,notation struggle,neg,augmented,tagalog,nalilito ako sa mga symbols ng data models,,1137,nalilito ako sa mga symbols ng data models
187,intrinsic,notation struggle,neg,augmented,tagalog,hirap basahin lalo pag komplikado entity relationship diagram,,1138,hirap basahin lalo pag komplikado entity relationship diagram
188,intrinsic,notation struggle,neg,augmented,taglish,sulat-kamay lang yung mga overheads niya buong quater tapos puno ng abbreviations kaya marami ang nagstruggle,,1,sulat-kamay lang yung mga overheads niya buong quater tapos puno ng abbreviations kaya marami ang nagstruggle
190,intrinsic,notation struggle,neg,augmented,taglish,itinuro ang course na to gamit ang lumang language na wala namang gumagamit at nakaka-gets,,3,itinuro ang course na to gamit ang lumang language na wala namang gumagamit at nakaka-gets
191,intrinsic,notation struggle,neg,augmented,taglish,"Medyo nakakainis talaga yung Design Recipe, lalo na yung part na kailangan mo pa magsulat para mag-explain ng code mo tapos wala pa palang loop sa DrRacket, kaya kailangan talaga maintindihan yung recursion",,4,"Medyo nakakainis talaga yung Design Recipe, lalo na yung part na kailangan mo pa magsulat para mag-explain ng code mo tapos wala pa palang loop sa DrRacket, kaya kailangan talaga maintindihan yung recursion"
193,intrinsic,notation struggle,neg,augmented,taglish,"hirap ng course na to lalo na kung wala kang background sa pagsulat ng formal proofs, sobrang nag-struggle talaga ako",,6,"hirap ng course na to lalo na kung wala kang background sa pagsulat ng formal proofs, sobrang nag-struggle talaga ako"
194,intrinsic,notation struggle,neg,augmented,taglish,"kinukuha ko yung stats niya, tapos parang totally foreign language talaga siya from day one",,7,"kinukuha ko yung stats niya, tapos parang totally foreign language talaga siya from day one"
196,intrinsic,notation struggle,neg,augmented,taglish,"hindi naman siguro mahirap ang math sa course na to pero kapag di maayos ang pag-explain sa formulas at constants, mahirap talaga gawin ang problem",,9,"hindi naman siguro mahirap ang math sa course na to pero kapag di maayos ang pag-explain sa formulas at constants, mahirap talaga gawin ang problem"
197,intrinsic,notation struggle,neg,augmented,taglish,"try mo maging medyo flexible sa pag-intindi mo sa BEDMAS kasi minsan hindi rin pinafollow ni Legge yun. halimbawa sa isang assignment, sinabi niyang ab/cd == ab/(cd).",,10,"try mo maging medyo flexible sa pag-intindi mo sa BEDMAS kasi minsan hindi rin pinafollow ni Legge yun. halimbawa sa isang assignment, sinabi niyang ab/cd == ab/(cd)."
198,intrinsic,notation struggle,neg,augmented,taglish,"Halos buong course, about random variables lang talaga. medyo nakaka-burnout na yung content pagtumagal",,11,"Halos buong course, about random variables lang talaga. medyo nakaka-burnout na yung content pagtumagal"
199,intrinsic,notation struggle,neg,augmented,taglish,Grabe nakakatakot talaga kapag wala ka pang experience sa programming tapos naka-depend ka lang sa buong Dev C++ environment habang nagde-debug ng compiler errors. Better siguro if may kaibigan ka na magaling talaga mag-program,,12,Grabe nakakatakot talaga kapag wala ka pang experience sa programming tapos naka-depend ka lang sa buong Dev C++ environment habang nagde-debug ng compiler errors. Better siguro if may kaibigan ka na magaling talaga mag-program
200,intrinsic,notation struggle,neg,augmented,taglish,"sa umpisa madali lang naman yung concept checks, pero nagiging complictaed siya lalo na pag dumami na yung string at list methods na ginagamit namin",,13,"sa umpisa madali lang naman yung concept checks, pero nagiging complictaed siya lalo na pag dumami na yung string at list methods na ginagamit namin"
201,intrinsic,notation struggle,neg,augmented,taglish,mas okay gawin yung C questions pero mag-ingat ka talaga sa memory at pointer stuff kasi baka di mag-compile yung program mo kapag nagkamali ka,,14,mas okay gawin yung C questions pero mag-ingat ka talaga sa memory at pointer stuff kasi baka di mag-compile yung program mo kapag nagkamali ka
202,intrinsic,notation struggle,neg,augmented,taglish,"di ka mawawawlan ng points sa exam dahil sa di mo kayang gumawa ng algorithms, mawawalan ka kapag nakalimutan mong mag-include ng <stdio.h>, isama ang const, o maglagay ng semi-colon",,15,"di ka mawawawlan ng points sa exam dahil sa di mo kayang gumawa ng algorithms, mawawalan ka kapag nakalimutan mong mag-include ng <stdio.h>, isama ang const, o maglagay ng semi-colon"
203,intrinsic,notation struggle,neg,augmented,taglish,make sure na kabisado mo talaga ang C memory model at pointers. Dapat sanay ka rin magbasa ng complex C declarations gamit yung right-left rule kasi magbibigay sila ng mga mukhang random gibberish tulad ng char (*(*x())[5])();.,,16,make sure na kabisado mo talaga ang C memory model at pointers. Dapat sanay ka rin magbasa ng complex C declarations gamit yung right-left rule kasi magbibigay sila ng mga mukhang random gibberish tulad ng char (*(*x())[5])();.
205,intrinsic,notation struggle,neg,augmented,taglish,naka-focus kasi sa functional programming ang pagtuturo kaya nahirapan ako kasi di naman ako natuto ng scheme,,18,naka-focus kasi sa functional programming ang pagtuturo kaya nahirapan ako kasi di naman ako natuto ng scheme
206,intrinsic,notation struggle,neg,augmented,taglish,"pumasok ako sa kurso nang zero knowledge talaga kaya ang hirap pagsabayin na aralin nung Scala, MIPS, at computer architecture",,19,"pumasok ako sa kurso nang zero knowledge talaga kaya ang hirap pagsabayin na aralin nung Scala, MIPS, at computer architecture"
208,intrinsic,notation struggle,neg,augmented,taglish,medyo chill naman tong course nong kinuha ko kahit medyo maraming SQL queries na need isulat na baka mahirap para sa mga baguhan pa lang.,,21,medyo chill naman tong course nong kinuha ko kahit medyo maraming SQL queries na need isulat na baka mahirap para sa mga baguhan pa lang.
210,intrinsic,notation struggle,neg,augmented,taglish,Yung pinakamalaking problema ay uC++ talaga. malaki ang mababawas sa grades kung di mo kabisado yung syntax at mga weird na quirks ng toy language na to na literal walang gumagamit sa totoong trabaho. sayang effort,,23,Yung pinakamalaking problema ay uC++ talaga. malaki ang mababawas sa grades kung di mo kabisado yung syntax at mga weird na quirks ng toy language na to na literal walang gumagamit sa totoong trabaho. sayang effort
211,intrinsic,notation struggle,neg,augmented,taglish,"medyo pangit din yung syntax tapos wala ka halos mahahanap na documentation o tulong, except na lang sa gawa ng professor namin.",,24,"medyo pangit din yung syntax tapos wala ka halos mahahanap na documentation o tulong, except na lang sa gawa ng professor namin."
